120  100.0
68.750000  43.750000  31.250000  3  2.145746e-04  1.0000e+04  0.000  0.000  0.000
68.750000  43.750000  43.750000  3  2.552564e-04  1.0000e+04  0.000  0.000  0.000
56.250000  31.250000  56.250000  3  2.552564e-04  1.0000e+04  0.000  0.000  0.000
56.250000  31.250000  68.750000  3  2.145746e-04  1.0000e+04  0.000  0.000  0.000
56.250000  43.750000  56.250000  3  3.036512e-04  1.0000e+04  0.000  0.000  0.000
56.250000  43.750000  68.750000  3  2.552564e-04  1.0000e+04  0.000  0.000  0.000
68.750000  31.250000  56.250000  3  2.145746e-04  1.0000e+04  0.000  0.000  0.000
68.750000  31.250000  68.750000  3  1.803765e-04  1.0000e+04  0.000  0.000  0.000
68.750000  43.750000  56.250000  3  2.552564e-04  1.0000e+04  0.000  0.000  0.000
68.750000  43.750000  68.750000  3  2.145746e-04  1.0000e+04  0.000  0.000  0.000
62.500000  37.500000  87.500000  2  1.247264e-04  1.0000e+04  0.000  0.000  0.000
62.500000  62.500000  12.500000  2  1.247264e-04  1.0000e+04  0.000  0.000  0.000
56.250000  56.250000  31.250000  3  2.552564e-04  1.0000e+04  0.000  0.000  0.000
56.250000  56.250000  43.750000  3  3.036512e-04  1.0000e+04  0.000  0.000  0.000
56.250000  68.750000  31.250000  3  2.145746e-04  1.0000e+04  0.000  0.000  0.000
56.250000  68.750000  43.750000  3  2.552564e-04  1.0000e+04  0.000  0.000  0.000
68.750000  56.250000  31.250000  3  2.145746e-04  1.0000e+04  0.000  0.000  0.000
68.750000  56.250000  43.750000  3  2.552564e-04  1.0000e+04  0.000  0.000  0.000
68.750000  68.750000  31.250000  3  1.803765e-04  1.0000e+04  0.000  0.000  0.000
68.750000  68.750000  43.750000  3  2.145746e-04  1.0000e+04  0.000  0.000  0.000
56.250000  56.250000  56.250000  3  3.036512e-04  1.0000e+04  0.000  0.000  0.000
56.250000  56.250000  68.750000  3  2.552564e-04  1.0000e+04  0.000  0.000  0.000
56.250000  68.750000  56.250000  3  2.552564e-04  1.0000e+04  0.000  0.000  0.000
56.250000  68.750000  68.750000  3  2.145746e-04  1.0000e+04  0.000  0.000  0.000
68.750000  56.250000  56.250000  3  2.552564e-04  1.0000e+04  0.000  0.000  0.000
68.750000  56.250000  68.750000  3  2.145746e-04  1.0000e+04  0.000  0.000  0.000
68.750000  68.750000  56.250000  3  2.145746e-04  1.0000e+04  0.000  0.000  0.000
68.750000  68.750000  68.750000  3  1.803765e-04  1.0000e+04  0.000  0.000  0.000
62.500000  62.500000  87.500000  2  1.247264e-04  1.0000e+04  0.000  0.000  0.000
62.500000  87.500000  12.500000  2  6.228237e-05  1.0000e+04  0.000  0.000  0.000
62.500000  87.500000  37.500000  2  1.247264e-04  1.0000e+04  0.000  0.000  0.000
62.500000  87.500000  62.500000  2  1.247264e-04  1.0000e+04  0.000  0.000  0.000
62.500000  87.500000  87.500000  2  6.228237e-05  1.0000e+04  0.000  0.000  0.000
87.500000  12.500000  12.500000  2  3.110081e-05  1.0000e+04  0.000  0.000  0.000
87.500000  12.500000  37.500000  2  6.228237e-05  1.0000e+04  0.000  0.000  0.000
87.500000  12.500000  62.500000  2  6.228237e-05  1.0000e+04  0.000  0.000  0.000
87.500000  12.500000  87.500000  2  3.110081e-05  1.0000e+04  0.000  0.000  0.000
87.500000  37.500000  12.500000  2  6.228237e-05  1.0000e+04  0.000  0.000  0.000
87.500000  37.500000  37.500000  2  1.247264e-04  1.0000e+04  0.000  0.000  0.000
87.500000  37.500000  62.500000  2  1.247264e-04  1.0000e+04  0.000  0.000  0.000
87.500000  37.500000  87.500000  2  6.228237e-05  1.0000e+04  0.000  0.000  0.000
87.500000  62.500000  12.500000  2  6.228237e-05  1.0000e+04  0.000  0.000  0.000
87.500000  62.500000  37.500000  2  1.247264e-04  1.0000e+04  0.000  0.000  0.000
87.500000  62.500000  62.500000  2  1.247264e-04  1.0000e+04  0.000  0.000  0.000
87.500000  62.500000  87.500000  2  6.228237e-05  1.0000e+04  0.000  0.000  0.000
87.500000  87.500000  12.500000  2  3.110081e-05  1.0000e+04  0.000  0.000  0.000
87.500000  87.500000  37.500000  2  6.228237e-05  1.0000e+04  0.000  0.000  0.000
87.500000  87.500000  62.500000  2  6.228237e-05  1.0000e+04  0.000  0.000  0.000
87.500000  87.500000  87.500000  2  3.110081e-05  1.0000e+04  0.000  0.000  0.000
